tweet,target
FATHA GOD YEEESSSSS! GOODMORNING!     ,1
Just requested more API requests for my account for testing. Let's see what @twitter responds with. ,1
"@guittaraxx Shit, $80 for a hat?! no fucking way i would pay that for a hat... hm well i would have to be a pretty epic hat ",1
-just woke up from the worst niqhtmare iin mii life!! ,0
i'm mad...there's a girl on T.V with MYYYYYY blonde streak!!!!   haha,0
"@JoshBerry26 Lol, you're welcome!! &amp;&amp; thanks sweetie  Hmm...do you know me to not watch you're videos!?!?",1
"@rubysharp  I dont want my woman sad!  Well Im going to the shop around 12, so hopefully it will be fixed up enough to go",0
@onefellblow sorry ,0
back from another excellent #4N Glorious GORDANO meet! Off soon to West Wales to be BEST MAN @ my DADS wedding! happy weekend &amp; laters!  x,1
At the vieww .. I hope tonight makes up for last night ! ,0
@mileycyrus im voting 4 u like a million times a day ! theres no need to be nervous because ur clearly the BEST ,1
in the aut. for gym. mad bored. texttt ,1
my mummy made tuna lasagna. she had to do something right today! yummyyyyyyyyyyyyyyyyyyyyyyyyyyyyy!! ,1
@DisciplineCC. I know. Me too. ,0
"sad news, the Powermac at our Syna -studio blew up, and it's beyond repairing! ",0
@allisonkparker me too! as always ,0
Damn...Cheez-Its are ADDICTING! ,0
Don't be afraid to ride your dream...  http://plurk.com/p/uj549,1
"Bed now, up early ",0
Moniker: Lolto:mikey.. I did that the other day and people got all butt hurt. Whaaaa  crying http://tinyurl.com/mpmkfz,0
trying to write a new song but no success yet ,0
"@xsaleenax oh my god, memories. I did that in 8th grade too. It was awesome. ",1
"Crying my eyes out, because my boyfriend left me ",0
Ready for bowling ,1
"i dont want to go to sleep, because then im gonna have to wake up and go to work til ten at night  and there goes my day.",0
Was counting on the cough meds to put me to sleep. Staring at the Blake ceiling for 45 Mins and no such luck. ,0
@sharmaine123 awww... we have same PROMBLEM my dear..  i hate it..,0
happy birthday to meee . happy birthday to mee ,1
"sometimes feel as if she isn't good enough either. D: Oh, life. ",0
"@DeejaySchemes  if she says it, you're in  welcome to my twitter family. make it good",1
Finished the Kona Half Ironman!  It was epic!  Spa day today ,1
Finished Cabaret for ever  gonna miss it!,0
Arg this freakin app keeps crashing!!  fix it apple or else.... XD,0
Decided to have a go at T-Shirt design: http://twiddles.spreadshirt.net/ Feedback (and or course purchases) welcome! ,1
owh owh. all of my bros went to KL. Yipee. ,1
My god. I have the worst headache ever ,0
Good Night!  It's never too late for GOOD NEWS! &quot;Jesus is &quot;The Good Shepherd&quot; http://aintathatgoodnews.blogspot.com/,1
this is one of the nicest days this summer and I'm not taking advantage of it!!  Next weekend off to the lake w/ Mike though!! So excited!,0
@TheIrishGuy me too. I shoulda listened. ,0
"Dammit, I started losing on Football Manager, out comes the big fat exam prep book ",0
still stuck in sad thoughts.... ,0
Getting ready for work. Android phone locked up last night when I attempted a full reboot. Had to do factory reset. ,0
"has survived the day with a hugely hung over teenager. Worked his arse to the bone. Now, thai beef salad for din and maybe a movie ",1
"@ngairep they don't lvoe me ngaire....its unfair   fecking norway, with his Fairytale",0
morning all...or should i say afternoon   what's everyone up to today?,1
@shannonmacrae i'm not depressed anymore! i learned how to cope ,1
just joined checking it out ,1
can't find any wallpaper that i like enough to replace my squids. ,0
@Sadsack99 wouldn't have been that bothered if it was a relative.  missed some good live fusion and jazz music.,0
soo much fun tonite at @sukhjit's birthday party! ,1
"@the_names_beci lol 8), u only just woke up!? Must ave been a long night 8) ",1
"@hilaurenjohnson PICK UP YOUR PHONE, I need the scoops! ",0
Watching some good ole spongebob ,1
Blink182 playing at manning between bands. A roomful of kids just sang 'HE FUCKED HER' with a combination of swear-glee and bitterness ,1
@LordBlackadder Just found a bottle of chardonnay in fridge! On my way! ,1
"Tired, got to get up early tomorrow to pick up kid. Then help out a friend.  Goodnight everyone. ",1
Not happy won't be able to hear @RetroRewind on Friday Night I am working damn it  !!,0
@syn_zero Thanks for the link.    It looks like interesting furniture in that the sides fold up separately.  Did you decide to go for it?,1
is off to develop and scan his film  baby peektures ahoy,1
has had a good dayy ,1
new record  http://bit.ly/2yTFx,1
Ohhh I hate mornings   Going to school shorty...yayyy friday!,0
"Just put some washing in... need to wait an hour for it to finish and then I can get to bed, up at 6am too ",0
@coy0te haha you're sounding more and more like something of man-izer! Hmm that doesn't work as well as womanizer ,0
Computer cable bought.  Lets hope it works when i get home. Lol,1
"@sarapaxton Hi Sara, you are my idol I really look up to you ! you're verry pretty and talented  â¥",1
"Crap, my clocks are off by like an hour ",0
@s1elizabeth1s it was hot the chic that played Billie Holiday could sang reall good! ,1
Wicked headache. Feeling low today ,0
@garpods22 haha thats awesome you own me ,1
Home!! Kinda tired...going to wash my face and teeth ,1
nicee day  but i missed my sister @PoliBinder! ,1
"(@kalilaxx) did poop in my pants, feeling better, bed, teext. Thanks Isaiah, Esmie, Brittni, Mohamed, Sammi, Liz, &amp; Shannon  &lt;3 &lt;3",1
It's cleaning time ,0
@cazob how do you know ,0
"Chipotle :333. Man, I'm gonna get fat at this rate -_-&quot;. Asian girls don't fill out the way hispanic and black girls do ",0
Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend ,0
in the bus .. going to school ,0
What happened to southland tonight? ,0
@wbtenor haha. Sitting in pit of #greygardens so response time is fast if  I get the tweet between songs. You know how it is ,1
nevermind she's not coming...  ,0
"@LoraInnes Thanks, I'll contact him right now! P.S. I hope you're still considering contributing as well. ",1
"I'm thinking about the noodle spillage I had at lunchtime, I love my friends... they're everything you could ask for ",1
In the car with jack jack and claire ready too go too sonias for a family day ,1
"@Littlebit323 boooo im sorry i woke you up  we will shop online asap, after i get my money on a card  !!!",0
"@candiceshane Kidney infection FTL  that hurts baby, I'm sorry! Drink as much cranberry juice as you possibly can.",0
@mileycyrus I work all night &amp; TRY 2 sleep some of the day! Only I'm not hyper like U.  Hope U get some zzzz's ,1
African healing dance party!  #fb,1
@mountainsunpub I shamed you into twittering eh?  Welcome. my wife is the twitter wiz so ask her if u have ?'s.,1
sickk  i see jonas on june 12 the best show i have ever seen,0
"hmmm saturday night with @cistacista and emmanakayama it will be a freaky girls night out i think, so regret @haykamil can join us ",0
@SoSwirly LOL!everyones first tweet is the same.It's the WTF tweet that goes out in hopes that someone will toss them a line.Here's I am. ,1
"Anna zombie! Brwaahh! Children woke Anna up because of thunderstorm! Bwahh! That's ok and all, but tomorrow is gonna be a sleepy one! ",0
Is motivated and together we can change the world ,1
@izzakizza nada just tryna holla holla.   hows the mixtape coming up?,1
Man!!! It's Sunday which means I gotta go home tonight ,0
@TomFelton hell in the most beautiful way is falling in love-- yes or no? why? please reply! ,1
@Lucy_bellamy http://twitpic.com/5f3ro - nice  How did you get in?,1
Woke up about an hour ago. I've been laying in bed listening to music  gonna get up soon and get ready to head to Seattle!,1
@heymilly it looks like it will be a great conference!! Really looking forward to it ,1
@MissEdw No she would take the pizza with her and claim victory. I kept the pizza and ate it all. And I do have friends ,0
"Felicia won a presidental award!!!! Couldn't be a prouder auntie. Still coughing, still sneezing. ",0
Just had a texty-text conversation w/ the Hannicle...loved it! ,1
@belladonna20 ha - I have just returned from work and am contemplating ironing - weather has turned - heat no more ,0
@Jennymac22 ahhhh itv player's being a poop. It's not working  x,0
@chelseamack whatever. ,1
Think I might have re-torn my meniscus during basketball today.  I can barely walk! ,0
"@Per_Iscritto whatever you do, try not to do too good a job at this, or you may find yourself doing it again! ",0
@TheBeanCast just put up his weekly show. Give him a shout &amp; listen to his great show! http://bit.ly/FWFGi ,1
@clocsen oh fun! Lovely  i'm envious,1
just got done working out and I think i'm going to pass out! aging isn't fun ,0
groggy. just woke up. i actually slept more than an hour last night!  dorrrra. ,1
Rain rain go away ,0
no walk for hunger for me today. foot injury + work.  (work is good though!),0
What?! My SanDisk Cruzer Titanium jump drive came apart. The back just dropped out and the USB with the mother board landed on the floor. ,0
@richardmapley No probs.  Is there some kind of football going on today I should avoid?? Hahaha ,1
"@Edisonneil its hard, and my fingers can't stretch that far  I bet you can tho.",0
I'm up. Can't decide what to wear. Off for a day of alcohol ,1
"@TheEllenShow: Omg, I know this is late, but garbanzo beans are delicious!!    Yum!",1
Is getting up soon the gym is calling ,1
http://twitpic.com/6g8eu - my beautiful pancake flower ,1
@AmyriadfthINGs *sobs!* NO CARROTS.  Gosh I hope Ivan hurries up.  I want to see O in his...his...outfit.   (Or rather lack of.),1
Has a poorly pussy cat ,0
playing board games!!! ,1
Shit: Ladekabel im Hotel vergessen . Noch 35% accu ,0
@_RobPattinson wow nice impression with my mispelled words... ,0
I should be studying....2 weeks till my first exam =/ 13 days till Aiden though ,1
"@youngcobris why thank you for the compliment...its actually not mine,its a quote from Kahlil Gibran,an amazing poet ",1
I went money hunting in my room and found all this! Is it sad that I find it interesting?    http://tinyurl.com/phn2z7,0
"@mdznr If you don't have a Flickr Pro account, they downsize the images, unfortunately ",0
@drewberinger forget what you know... ,0
"@JocelynWolff i know. im paying for his ticket, my ticket, gas, food, and other stuff. i get a bit over $400 every check though. ",1
"@kamelperez From the south bay to SF, I've seen at least 5 different weather systems at times. Common forecast: Hi temp 60-90. ",1
"@tommcfly hey tom  say hi to me, please please please, my hand will fall haha and my mom will kill me..",0
Going home to hopefully get some sleep. Appreciate good fam time ,1
@thatonehost what are the chances of you remembering one specific auditon tape that my father in law sent two years ago? ,1
Currently in costa coffee  im liking this place more and more. Were sat in the business lounge. ooo were businessy today.,1
"So many questions from my lovely 8 year old, why can't you live with mummy is it because it's hard, I love you daddy... ",0
so i just worked out and thats it bout 2 go 2 the bank and then go 2 crowns chicken  umm crowns chicken *lmfao*,1
@lanslyde I want it on my G1! ,0
Got a new phone. But all my pictures are gone ,0
"@VeggieV fortunately we don't need forms that need signing. Good job! One does them all, and all correspondence done by email. Phew! ",1
@jenmyronuk Agreed ,1
FOLLOW MONDAY AFTERNOONS!  @RaphaelPXY @THEDANGERDEAN @TURKHOT1071 @KCHEEBA,1
-@fearnly haha!! im only enjoying revision cos im on twitter/fb/watching moto gp lol...must concentrate now  exam in morning,0
My set came in today! I can't read them til later though  http://mypict.me/55xb,0
@tessanoodles  he hates you how could he hate YOU! lol if i was there i'd walk w/u i'd prob b scared but i'd be brave and SWIM THE OCEAN4U,0
"@lislBR Yeah We had a great time thanks, great fun! Theme parks by day...Woodland hot tub at night Mmmm x ",1
listening to Jordin Sparkï¿½s Battlefield. Canï¿½t wait to see her live on 6th November opening for the Jonas Brothers ,1
At work  at least theres good music on,0
@hofmann Word Twist isn't accepting &quot;Manmom&quot; as a word. ,0
is back twittering after a good night's rest ,1
@_We_ArE_bRoKeN_ $50 is fine for me  pick it up tomorrow ,1
@Tittch So you *like* me but only in a weak way?  But still more than ice cream... or was it less than? LOL,0
Sad  Praying for my mom's bff and her family,0
@anaestaduh; you would know; but i'll miss you boo-boo call meh (:  !,0
Snayrs-Warez.org and imglink.org --- Check them out for downloads and free image hosting! ,1
No power still and my phone is gonna die. Can't charge it ,0
@girl_from_oz I'm just a lonesome trucker ,1
@chrisdejabet http://bit.ly/KDkvO  twitter can't tell time  #getoffmylawn,0
"Check this video out -- Miley Cyrus Video~ http://bit.ly/XYA7p , hope u enjoy it, comment/rate if u like! ",1
OMG. I was just joking. Now he deleted his twitter.  Great. I'm always the bad guy.,0
"@ home, spending my night with my love..  redhorse beer!",1
"@iMartyW haha, awesome! If only nerdy grad students were so easy to convince! ",1
@mitchelmusso i love it ,1
Ah just how I like my mondays....starting off with everything broken ,1
I love goodmorning texts ,1
@jimmycarr http://twitpic.com/6qo7x - miserable.....I want the sun back now please!! ,1
@H2OCena Thanks man! That's quite a compliment coming from you. Make sure you let everyone know about it.. we want to go to E3!!! ,1
@Hedgewytch lovely ,1
I LOVE BOOGIE!!!!!!  I miss you ZOOOOOOOOOO MUCH!!!!!!!! ,0
OMG it got so busy towards the end. The Yankees lost this game ,0
@ILUVMCR13 hahaha That so pretty amazing hahaahah XD.20 year young bonus ,1
Home and Awayyyyyyyyyyyyyyyyyyyyyyy ,1
Is waiting to go to work ,0
Working on the Mac... trying to do a clean install of OS... not easy when you have been a PC all your life.   ,0
"@Bean525 @katanasquirrel hey guys  Bean like your tweets man, i saw emulators, Steve Weibe, and Shirt.Woot all in one day! ",1
"@miss_paula Started back with WoW? Interesting  How's Odessa? Frankston was really fun, it was a good night.",1
"Lust has to be the lamest of sins. Not only can I not do something, I can't even think about it ",0
"@MISTERQG Aaaw that's sweet... Thank you, Q!!! But i seriously need to lose some weight... ",0
@hanwedge yup and I've rode my bike into a few parked cars too ,0
Up at a concert  hopefully playing a song or two ,1
"@andy_lamb if you get the guy, have a trim and go back in a couple of weeks for another roll of the dice ",1
"&quot;I can't cook, but I can clean up the mess she left&quot; ",1
Site down due to traffic overload   back soon!,0
dear Lenny Kravitz: you are one sexy muh fuh ,1
This exam is ridiculously difficult. Why is that Biology always seems the easiest up until the exam? I can't get less than an A ,0
@thehulkster sweetness ,1
"@Hillary64 HA i beat you! i went tanning this morning, then i have been at the pool sinceee... about 10:15!  BEAT YOUU!!!",1
@VegasRex Slater's wife got him with a bottle pretty well. Nice visit to UMC ,1
had the little greek! YUMMMMMMMMM. BBQ 2dayy ,1
I am bored... I guess I'mma go somewhere and do stuff and not be bored.. Like some sort of video game! ,1
listening to PMBR contracts....womp womp ,0
@caninez I'm in bed too. I have to wake up in 4 hours though!   time to catch some z's!,0
misses his phone more than life ,0
@Amadeus_IOM my house is probs in those pics but don't have time to look atm ,0
Internet is being choppy...making it hard to stream my show. ,0
@Phoenix0rion .. I'd love to see the finished product. (Website) ,1
Sick   &amp;   Tired        I have to study French &amp; Germany......... I don't like it ...so :p,0
@nickybyrneoffic totally agree with McNugget! we're pissing ourselves for a new album! With NEW songs!!!  Can't wait!,1
Oh how I love my new car ,1
@ClaireJeepChick I haven't seen the sun in weeks!! Non stop rain  that's why I need my live!!!,0
just got up  so much homework!,0
"@Fearnecotton its great, but ive had to work in it all day inside a hot office ",0
"@JDRFQUEEN Sadly, that doesn't surprise me. Reality TV is the death of realtionships. Poor kids have to deal w/ the aftermath. ",0
"@ZacharyQuinto happy birthday, zachary quinto. ",1
i am home and i have a dilema ,0
"@olivercameron oh nooo  gawddd oliver where are yoou lately, i havent spoken to you in ages! hope you're okay anyway! x",0
Oh its the commercial with *sings* the littllee animmmaal that's gonna save ya money on ur car insurancee. Hehehehe. ,1
Trying on dresses to wear out to night... I can't pick!!! lol they all look good on me ,1
work then beach at 1 with liz!  i am going to be so sunburnt tonight and i don't even care.,1
Looking for a GOOD text buddy bcuz iBored ,0
translated a spanish comment on my facebook and really wish I didnt ,0
pinkantoinette.etsy.com    now scuse me while i dig into a ton of yummy food that andrews family made. nom nom nom ,1
i have had two weeks. whhyyyy did i leave my two essays and other catch up stuff for today? whyyyyyyyyy. ,0
@OpsCenter nice to hear someone who's had a good experience with Vista!  good for you! ,1
@NathanMillson i thought i did but obviously i don't so i apologize for being lost in themiddle of arizona and not responding to you ,1
I can't seem to &quot;follow&quot; @ddlovato... how come? ,0
Back in the salt mine   Hoping for a better day than Friday.,0
@maryannemcevoy  Oops!  Following you now! ,1
"Finished one of my books, now I have pride and prejudice and zombies  I had to get that book, gonna bring it into the rink monday",1
@tommcfly say Hola Mexicanas please ! dont forget your fans  ok,0
@MaffeChris ohh no thnx!  just wanna know how your tweets are!,1
"Smells like summer in my room? weird! haha im gonnna be outside all day, tootles  yyeeaaah!",1
think i'm gunna write a one act play  xx the corner house here i come ,1
@jawooten3 omg! seacrest must be shitting his pants ,1
@tamegoeswild cheers!  just subbed to the podcast.  Always looking for new voices; esp those that deal with cultural matters ,1
Is wishing she was at home getting on with her college work ,0
my phone and i are no longer friends. screen is broken   i'm hoping for a new one soon!,0
Shitty haircut bye my lovely haircut ,0
Happy mother's day to all that apply. ,1
I hate my couch. I slammed my ear on it and it hurt  stupid industrial why do you hurt?!,0
Control your DSLR from an iPhone http://tinyurl.com/or968e sadly Canon only at the moment ,0
I didn't @HDkelz not really anyway  to much Liquor is stll in my body! went to sleep at 7am up at 9,0
Heading down to Newcastle for a week of R&amp;R. See you all next Sunday. Except @hirrie -- probably see you sooner! ,1
@semanticwill   I think we need to move the conversation forward.  Looking at &quot;other&quot; disciplines essential to its' evolution IMHO.,1
"@tommcfly yeah, calm down! sad that you're be miles away soon  but anyway, #southamericalovesmcfly , don't forget that please!",0
IT'S SNOWING !!! Great day for a garage sale ,0
"@disgraceUK Ask her if you can wear your mankini to the church. She says no, you say your not going then ",1
Sad news today.... friend has to wait 5 days to hear about her tumor ,0
I start moving at 10 in the morning and I'm not ready. Waterbed won't drain and so far I only have one person to help me tomorrow ,0
@Jennifalconer morning! I woke up the noise of our neighbours reversing a lorry take loads of garden waste away at 830 this morn!! ,0
http://twitpic.com/7j0q3 - My baby. Off to seans to say goodbye. ,0
@TheFreshBreeze i like him better than the fortune cookie guy  his are actually funny,1
http://twitpic.com/3kvkh - My new $20 shirt ,1
@holy_guacamole  that's awesome,1
wow i hope @spencerpratt and @heidimontag burn in hell ,1
@utaricn i miss youuuuuuuu ,0
"What a shitty 4:20 this year! No Luck, and no Fun! ",0
"I love morning weather I feel it's clean and freash,but am not gonna enjoy it cuz am going to school now   http://twitpic.com/4yqsn",0
@hannahbellem @urbanreform Sadly we did not - the rubber chicken hung us up.  It was a very close contest though. No free t-shirt for us ,0
just got home from school supply shopping. I'm making my labels now. AHHH. School.  GAHHH.,0
"ili_fm hehe nanti i check when i get back that link k, here my phone x de blackberry. im on my old maxis line gsm jer  send then pls!!",0
@andyclemmensen  omg devo i was 1 of the first 50 in there and i still havent gotten in again ,0
@MoenickNovice HEY! I've been good. I'm on my way home from New Orleans.  How are you?,0
I'm hungry now ,0
mmm... i'm beginning to see life in niceville once again ,1
@mollbin solid Rent quote! Theater people... we just know ,1
"Outside, Relaxing.. Doctors Appointment Tomorrow.. Worried. ",0
Goodnight everybody ,1
@nicolerichie OH MY YES!! i miss ,0
"@wastedlittle_dj yer better getting it now rather than next week  cannae wait, gonna make ma pennies for ma tent on wed ",1
@Dr3ezii you'll prolly wake up 2 this tweet..Hope ur day is gud and S T R E S S F R E E lol  text me.,1
@RedwithaMap good luck!  Sorry it was exams while we were down in the area ,0
good morning tweeps! another non-sunny day in NE  guess i will just run errands..,0
Back from Dublin ,0
SATURDAY NIGHT'S ALLLLLLL RIGHT!!! #NHL #CBC Looking forward to some good matchups! ,1
@royaltypr no problem ,1
&quot;no person ever fully discovers and develops his full potential until he dares to risk&quot;. - Micheal de Montaigne. what a lovely morning ,1
@shesaysfly Thanks for your comment!  I'll send you a e-mail so you can reply! All right!,1
"@uhthedeal I can't help it...I'm on lust over drive, damn those ridiculously good looking Italians. I only know skeezy Italians ",0
@toonstopia wonder why you ain't be able to start  did you get my 2nd invite?,0
"The tall hispanic Aaliyah-looking chick was pretty damn fine, too! I could never rock those damn eyebrows... ",0
YAAAAY!! I'm so going to study in London!!  &lt;3333,1
SHIT IS REAL ,0
@brainpicker if you ask me that didn't explain anything at all... ,0
my face hurts from tanning for too long ,0
Motherfucking Revision.  aww well.  seems i won't be going on a trip tomorrow after all     Current Band -... http://tinyurl.com/qq48dv,0
@sarrasina I would travel the universe and back with David as Time Lord ,1
@LesleySmith great ,1
"@missmei init, some overly longting @NicholleMonique sighs ",0
Ew the snow is still here! i have school today! ,0
"is free and has time to concentrate on fashion school and latest hobby, photography! ",1
still watching narutooooooooooo ,1
im bored and hungry but i feel like i cant eat now hahaha ,0
Leaving my desk for lunch... gotta use stupid tiny twitter now ,0
@SuaveDefine aww you trying to make me blush.... it worked! LOL ,1
"@JaiRawk no, but I'll check that out. I'm in Mar Vista right now - so I'm going for the westside jaunt. ",1
extreme diet was a SUCCESS! have now fallen off the wagon ,0
@DJYoungFresh why the FCUK can't i Dmsg you? i'm about to give up on this sharing sh!t ,0
@shootsy Are you being sarcastic Mr. Shootsy??!  seriously don't you think they missed a trick? He didn't seem evil just a flawed antihero,1
I read the Alice in Wonderland bit that was in the novelization of the new Transformers movie isn't in the actual movie. ,0
@se4biscuit attempt. ha ha. way to cheer me up D: paella. muaahahahahha  i'll love you for the rest of my life if you can cook it ,1
@OfficialBabyV good morning!!  Enjoy ur breakfast or will it be brunch  http://myloc.me/3UI0,1
silence is upon me and I can hear my heart beating ... my very own internal rhythmic percussion instrument ... dance to my drum  x,1
Omg I'm turning into Ashton. No more tweeting tonight! Sweet dreams ,1
@hilaryjp and shorts wouldn't go with dinner jacket lol ,1
awesooooome weather ,1
@Yellowshirts ok ok i can work with dat bt im nt playing Halo  argh has my life hit a plateau or wat!! must go on tour! b4 i become normal,0
happy birthday to me ,1
At the school for the disttict track meet. I don't wanna go ,0
@movistar26 the woman of my dreams maybe ,1
is doing good. just took a nap and excited for tomorrow! ,1
goooood morning guys.  i'm fucking tired but i have to do lots of work today   fuckin shite &lt;/3,0
"@heidiraff Hehe, not for the wedding yet...I'm going to London to study for a bit. ",1
headed to the woodlands with TINA! ,1
I've been upgraded. Yay and hooray! ,1
@GoonrGrrl I'm gutted I'm not at Glasto this year. It's painful following @glastofest and looking at all the twitpics from the site ,0
@cenotaph i feel the same re:prop 8  ,0
wants to go to bed but cant sleep!!! ,0
oops i meant quite not qiote ,1
"11th-Gradute Show, 13th-Thope park, 15th-Jonas Brothers concert, 16th-Kings of Leon concert!!! Going to be June crazyness I can't wait! ",1
@30secondstomars I beg you to tell us NOW about that announcement please... we are waiting for so long... please ,1
Ugh. Bangs too short.  Noooo.,0
wonders why her internet connection sucks..  http://plurk.com/p/vi1e2,0
@chrisspooner Whats up Chris! How you doing? I just got over the FLU  Did I miss anything? LoL,0
Doctor sent us back home.  Now it's a wait and see game.  This baby is already causing trouble. ,1
has a lot of bday came left ,1
My granddaughter is already wearing a 5T now... it just makes me cry. ,0
@jaideepsk Agree.I think the problem lies in conducting with just one face.Trying to explain in detail-Damned Twitter too short for that ,0
"Hi America, I'm officially heartbroken.  Got to pick up my chin and keep it moving like the big girl I am even though I dont feel so big ",0
"@Lucy_nessa RUN LUCY, RUN RUN RUN! ;) bahaha. eeeeeek! 2 WEEKS EXACTLY (nearly) until we're sitting in the palladium!  x",1
@Sonioushka Helloooo! Fabulous background on your profile page! Thanks for your song ,1
@bellafira Happy Birthday!!!!  &lt;3,1
thought i was being sneaky by getting up early to have some peace &amp; quiet...but NOOOO! the boys woke up right when i did! ,0
@suelyroman y YAYA? donde estaaaa? HAVE FUNNN... and spend a lot of $$$ ,1
We want to buy a house but my income is irrelevant because I'm &quot;self employed&quot; so they can't even check my credit &amp; luke doesn't have any ,0
@jaceypants LOL we're supposed to get them this afternoon.  I've had enough rain for a weel,0
"@amerinz - with those rates, you will have full bookings in your spare bedroom! ",1
Pleased that a wine bar is opening up here in Halifax   hopefully a good classy one with no chavs! wifi would be a bonus too #fb,1
Check out http://www.wordcade.com/ for FREE flash games. ,1
@ronskanky Thinking about mothers often induces performance anxiety ,1
@mysweetforever HOMAYGAAAAAAD! REALLY?! MAY RAISINS? HAHAHAHA. DAYA! ,0
Is excited to be able to make it to a JS softball game today....#23 is a cutie ,1
yay lots of nice comments on myspace  im gonna change my picture maybe...,1
"Yard duties ths weeken... missin' hlp frm my boyz....  Lv u sons! C u tomar, still lots left 2 do! ;-) Hv nice bbq n mom's lemonaid aftr.",1
"@aSickPuppy   I'm sorry, I forgot to go and vote today, will start rectifying that mistake immediately, can't let those other puppies win",0
@Mileygirl12 Awesome! America is my favorite country! I love the accents you guys have! ,1
Gahhh I wish my calendar synced with my phone ,0
@SherriEShepherd no way can u do that sherry!! u have to have waffles and chicken at roscoe's!!! thats just wrong if u dont girl!! ,1
"I hate myself for it, but I love that asher roth song. On radio1 just now ",1
Sober baby ,1
@simonschuster I would but I am not there ,0
"Awake, feeling again like someone beat me up. Getting ready to perform for Fling on the lower quad stage ",1
"OMG. i just saw the teaser trailer of New Moon. its so awesome. â¥, cant wait for the movie ",1
who wants to give me money to fix my car and buy some pretty dresses ,0
"It's way to early and Anna is coughing in the other room. Andrea, Anna, and I hung outside last night, and now were all kinda sickish ",0
Finally caught up on the @Funimation issues going on with One Piece simulcast.  Real shame too because I was finally going to watch it... ,0
Summer summer summer time  lovin it,1
@SirMikeyB yea  and i'm just now realizing how addicting skype is. i miss everyone and its only been one day. i'm gonna die.,0
"That *used* to be a *normal* nap!  so unhappy with this turn of events. Can't figure out what's causing it. Bothersome, to say the least.",0
"oh i feel special, i added @reemerband on myspace and got a mail from max ",1
more rain....sick...maybe it will wash all my troubles away....that would be sweet...  book finished...,1
"hahah @tiffanychann nahh, its kinda cool  kinda haha, i miss you though ):",1
Capri sun for bfast. I really enjoy the fact tht my parents are talking to me ,1
Maybe that's why!! Agh!  w/e. I'll ttyl @myhaloromance,0
@bwagy I getcha! Self-censorship sets in. The price of fame. Care to write that up as a comment on the blog post? ,1
I am not doing anything ,1
It's wierd how songs between you and your exes are still sad and depressing after 5 months. ,0
"@alandavies1 I know this is a late response, but WOO for new Jonathan Creek ",1
fuck both of yall @MrsPerfect30 and @youngblacknfab! this is why i dont come around...im nvr wanted! ,0
fought this cold long enough to spend the day w/ my baby sister at her HS graduation...now I must medicate myself and go to bed...later! ,1
"@1capplegate - i hope u get a new show soon or bring back &quot;Samantha Who&quot;, i wanted to see her get back together w/ Todd..  ",0
@opsGordon would love a cup if coffee but access card ceased working. I'm trapped ,0
No (or minimal) caffeine in June. Headache already ,0
"Thought I had gotten away with any damage when I dropped the MBP the other day, but no. Metal surrounding the latch has buckled a little ",0
"@MesaArtsCenter Not yet,sorry! My internet has not worked all day. I'm still deciding about whether to be a vendor this year or wait ",1
